OBJECTID,Prov_Cod,fecha,Muestras,Muestras_Acumulados,ConfirmadosFTM,Confirmados_AcumuladosFTM,Confirmados,Confirmados_Acumulados,Positividad_Dia,POSITIVIDAD_4sem,Positividad_Acum,Recuperados,Recuperados_Acumulados,Tasa_Recup,Muertes,Defunciones_Acumulados,Letalidad_Ac,Activos,Activos_INC_14D,CONFIRM_INC_14,FALLEC_INC_14
4718,11,2021/01/12 00:00:00+00,746,39617,111,7378,108,7454,0.144772117962,0.142512606884455,0.188151551101,37,5180,0.694928897236383,2,54,5.31486450228,2220,0.211790393013,0.115367349992,0.08
4719,11,2021/01/13 00:00:00+00,877,40494,107,7485,105,7559,0.119726339794,0.141456871646719,0.186669630068,22,5202,0.688186268024871,0,54,5.357057811879,2303,0.205128205128,0.113582793164,0.08
4720,11,2021/01/14 00:00:00+00,978,41472,103,7588,101,7660,0.10327198364,0.139236819108651,0.184702932098,29,5231,0.68289817232376,0,54,5.41409921671,2375,0.234407484407,0.122015526585,0.08
4721,11,2021/01/15 00:00:00+00,666,42138,80,7668,82,7742,0.123123123123,0.137484760386383,0.183729650196,37,5268,0.680444329630586,0,54,5.442779643502,2420,0.252587991718,0.131375127867,0.08
4722,11,2021/01/16 00:00:00+00,402,42540,31,7699,25,7767,0.062189054726,0.135242494226328,0.182581100141,36,5304,0.682889146388567,1,55,5.477018153727,2408,0.252861602497,0.131885747595,0.1
4723,11,2021/01/17 00:00:00+00,276,42816,26,7725,25,7792,0.090579710144,0.134001823154057,0.181988041853,24,5328,0.683778234086242,0,55,5.494866529774,2409,0.261917234154,0.134702198922,0.1
4724,11,2021/01/18 00:00:00+00,387,43203,66,7791,63,7855,0.162790697674,0.135546702080567,0.181816077587,21,5349,0.680967536600891,0,55,5.500063653723,2451,0.293403693931,0.142877928124,0.1
4725,11,2021/01/19 00:00:00+00,604,43807,90,7881,89,7944,0.147350993377,0.134035628639945,0.181340881594,41,5390,0.678499496475327,0,55,5.51447633434,2499,0.291472868217,0.143186069938,0.1
4726,11,2021/01/20 00:00:00+00,745,44552,102,7983,101,8045,0.135570469798,0.133212131228824,0.180575507272,24,5414,0.672964574269733,0,55,5.537849596022,2576,0.286070893659,0.143893075501,0.057692307692
4727,11,2021/01/21 00:00:00+00,98,44650,8,7991,9,8054,0.091836734693,0.130423856592394,0.180380739081,7,5421,0.67308169853489,0,55,5.543829153215,2578,0.263106320431,0.133408387278,0.057692307692
4728,11,2021/01/22 00:00:00+00,385,45035,50,8041,50,8104,0.12987012987,0.128352805660688,0.179948928611,42,5463,0.674111549851925,1,56,5.557132280355,2585,0.219339622641,0.120730189462,0.076923076923
4729,11,2021/01/23 00:00:00+00,86,45121,18,8059,14,8118,0.162790697674,0.128648737290915,0.17991622526,38,5501,0.677629958117763,0,56,5.558142399605,2561,0.209159584513,0.116336633663,0.076923076923
4730,11,2021/01/24 00:00:00+00,99,45220,12,8071,13,8131,0.131313131313,0.128179959100204,0.179809818664,38,5539,0.681220022137498,1,57,5.561431558233,2535,0.200284090909,0.116282262493,0.096153846153
4731,11,2021/01/25 00:00:00+00,29,45249,10,8081,8,8139,0.275862068965,0.128413284132841,0.179871378373,19,5558,0.682884875291805,0,57,5.559528197567,2524,0.17340771734,0.10794990471,0.096153846153
4732,11,2021/01/26 00:00:00+00,396,45645,46,8127,48,8187,0.121212121212,0.126938218044509,0.179362471245,73,5631,0.687797728105533,1,58,5.575302308537,2498,0.125225225225,0.098336463643,0.074074074074
4733,11,2021/01/27 00:00:00+00,586,46231,57,8184,57,8244,0.097269624573,0.12401822180333,0.178321905215,90,5721,0.693959243085881,0,58,5.60783600194,2465,0.070343030829,0.09062045244,0.074074074074
4734,11,2021/01/28 00:00:00+00,489,46720,73,8257,73,8317,0.149284253578,0.121706893831835,0.178017979452,54,5775,0.694360947457016,0,58,5.617410123842,2484,0.045894736842,0.085770234986,0.074074074074
4735,11,2021/01/29 00:00:00+00,387,47107,38,8295,41,8358,0.105943152454,0.120692343676906,0.177425860275,74,5849,0.699808566642737,0,58,5.636156975352,2451,0.012809917355,0.079566003616,0.074074074074
4736,11,2021/01/30 00:00:00+00,170,47277,13,8308,11,8369,0.064705882352,0.120908171992847,0.177020538528,38,5887,0.703429322499701,0,58,5.649062014577,2424,0.006644518272,0.077507403115,0.054545454545
4737,11,2021/01/31 00:00:00+00,50,47327,8,8316,16,8385,0.32,0.121231106586264,0.177171593382,32,5919,0.705903398926655,1,59,5.644245676803,2407,-0.000830220008,0.076103696098,0.072727272727
4738,11,2021/02/01 00:00:00+00,300,47627,42,8358,45,8430,0.15,0.123052959501558,0.177000440926,77,5996,0.711269276393832,0,59,5.649703440094,2375,-0.031007751937,0.073201782304,0.072727272727
4739,11,2021/02/02 00:00:00+00,604,48231,28,8386,26,8456,0.043046357615,0.120113823573461,0.175322925089,56,6052,0.715704824976348,0,59,5.70376064333,2345,-0.061624649859,0.064451158106,0.072727272727
4740,11,2021/02/03 00:00:00+00,485,48716,55,8441,49,8505,0.101030927835,0.118360925912053,0.174583299121,58,6110,0.718400940623163,0,59,5.727924750146,2336,-0.093167701863,0.057178371659,0.072727272727
4741,11,2021/02/04 00:00:00+00,237,48953,32,8473,33,8538,0.139240506329,0.118371138809321,0.174412191285,40,6150,0.720309205903022,1,60,5.733544155539,2328,-0.096974398758,0.060094363049,0.090909090909
4742,11,2021/02/05 00:00:00+00,228,49181,34,8507,33,8571,0.144736842105,0.119173052362708,0.174274618246,35,6185,0.721619414304049,0,60,5.738070236845,2326,-0.100193423597,0.05762586377,0.071428571428
4743,11,2021/02/06 00:00:00+00,51,49232,12,8519,10,8581,0.196078431372,0.116484262322898,0.174297205069,21,6206,0.723225731266752,1,61,5.737326651905,2314,-0.096446700507,0.057033752155,0.089285714285
4744,11,2021/02/07 00:00:00+00,45,49277,6,8525,8,8589,0.177777777777,0.120765965134134,0.174300383546,46,6252,0.727907789032483,0,61,5.737222028175,2276,-0.102169625246,0.056327634977,0.070175438596
4745,11,2021/02/08 00:00:00+00,251,49528,38,8563,39,8628,0.155378486055,0.123606705935659,0.174204490389,74,6326,0.733194251274919,0,61,5.740380157626,2241,-0.112123613312,0.060081091043,0.070175438596
4746,11,2021/02/09 00:00:00+00,375,49903,41,8604,39,8667,0.104,0.121192893401015,0.17367693325,104,6430,0.741894542517595,0,61,5.757817007038,2176,-0.128903122497,0.058629534628,0.051724137931
4747,11,2021/02/10 00:00:00+00,263,50166,20,8624,18,8685,0.068441064638,0.118115461181155,0.173125224255,62,6492,0.747495682210708,0,61,5.776165803108,2132,-0.13509127789,0.053493449781,0.051724137931
4748,11,2021/02/11 00:00:00+00,596,50762,45,8669,39,8724,0.06543624161,0.115309700038956,0.171860840786,71,6563,0.752292526364053,0,61,5.818661164603,2100,-0.15458937198,0.048935914392,0.051724137931
4749,11,2021/02/12 00:00:00+00,232,50994,17,8686,17,8741,0.073275862068,0.11531190926276,0.171412323018,62,6625,0.757922434504061,0,61,5.833886283033,2055,-0.161566707466,0.045824359894,0.051724137931
4750,11,2021/02/13 00:00:00+00,70,51064,3,8689,4,8745,0.057142857142,0.114384942863545,0.171255679147,50,6675,0.763293310463122,0,61,5.839222412807,2009,-0.171204620462,0.044927709403,0.051724137931
4751,11,2021/02/14 00:00:00+00,62,51126,6,8695,4,8749,0.064516129032,0.116002795248078,0.171126237139,40,6715,0.767516287575723,0,61,5.843639273059,1973,-0.180307436643,0.043410852713,0.033898305084
4752,11,2021/02/15 00:00:00+00,236,51362,15,8710,16,8765,0.067796610169,0.115258600514861,0.170651454382,87,6802,0.776041072447233,0,61,5.859897318881,1902,-0.199157894736,0.039739027283,0.033898305084
4753,11,2021/02/16 00:00:00+00,376,51738,31,8741,30,8795,0.079787234042,0.111306385471588,0.169991109049,60,6862,0.780216031836271,2,63,5.882660602615,1870,-0.202558635394,0.04008987701,0.067796610169
4754,11,2021/02/17 00:00:00+00,159,51897,14,8755,15,8810,0.094339622641,0.108034610630408,0.169759330982,38,6900,0.783200908059024,0,63,5.890692395005,1847,-0.20933219178,0.035861258083,0.067796610169
4755,11,2021/02/18 00:00:00+00,200,52097,15,8770,15,8825,0.075,0.104307488402916,0.169395550607,47,6947,0.787195467422096,0,63,5.903342776203,1815,-0.220360824742,0.033614429608,0.05
4756,11,2021/02/19 00:00:00+00,457,52554,20,8790,20,8845,0.043763676148,0.101088056680162,0.168303078738,69,7016,0.793216506500848,0,63,5.941661955907,1766,-0.2407566638,0.031968265079,0.05
4757,11,2021/02/20 00:00:00+00,55,52609,5,8795,4,8849,0.072727272727,0.0995510958542382,0.168203159155,45,7061,0.797943270426037,0,63,5.945191547067,1725,-0.254537597234,0.031231791166,0.032786885245
4758,11,2021/02/21 00:00:00+00,49,52658,9,8804,6,8855,0.122448979591,0.0988456945734377,0.168160583387,23,7084,0.8,0,63,5.946696781479,1708,-0.249560632688,0.03096984515,0.032786885245
4759,11,2021/02/22 00:00:00+00,129,52787,17,8821,16,8871,0.124031007751,0.0991145764503766,0.168052740258,42,7126,0.803291624394093,0,63,5.950512907225,1682,-0.249442213297,0.028164116828,0.032786885245
4760,11,2021/02/23 00:00:00+00,117,52904,9,8830,9,8880,0.076923076923,0.0978445460483344,0.167851202177,35,7161,0.806418918918919,0,63,5.957657657657,1656,-0.238970588235,0.024575977847,0.032786885245
4761,11,2021/02/24 00:00:00+00,124,53028,15,8845,17,8897,0.137096774193,0.0972504402004605,0.167779286414,35,7196,0.808811959087333,0,63,5.960211307182,1638,-0.231707317073,0.02440990213,0.032786885245
4762,11,2021/02/25 00:00:00+00,165,53193,23,8868,24,8921,0.145454545454,0.0982476299913818,0.167710037034,34,7230,0.810447259275866,0,63,5.962672346149,1628,-0.224761904761,0.022581384685,0.032786885245
4763,11,2021/02/26 00:00:00+00,114,53307,21,8889,20,8941,0.175438596491,0.0959465614088356,0.167726564991,31,7261,0.812101554635947,0,63,5.962084777989,1617,-0.213138686131,0.022880677268,0.032786885245
4764,11,2021/02/27 00:00:00+00,32,53339,4,8893,4,8945,0.125,0.0959563543003851,0.167700931775,24,7285,0.81442146450531,0,63,5.962996087199,1597,-0.205077152812,0.022870211549,0.032786885245
4765,11,2021/02/28 00:00:00+00,18,53357,2,8895,2,8947,0.111111111111,0.0965460526315789,0.167681841182,11,7296,0.815468872247681,0,63,5.963674974851,1588,-0.195134313228,0.022631157846,0.032786885245
4766,11,2021/03/01 00:00:00+00,166,53523,19,8914,19,8966,0.114457831325,0.0965138799225307,0.167516768492,41,7337,0.818313629266116,0,63,5.969551639527,1566,-0.176656151419,0.022932116371,0.032786885245
4767,11,2021/03/02 00:00:00+00,109,53632,15,8929,15,8981,0.137614678899,0.0950874271440466,0.16745599642,32,7369,0.820509965482686,0,63,5.971718071484,1549,-0.17165775401,0.021148379761,0
4768,11,2021/03/03 00:00:00+00,132,53764,21,8950,18,8999,0.136363636363,0.101933851436834,0.167379659251,43,7412,0.823647071896877,0,63,5.974441604622,1524,-0.174878180833,0.021452894438,0
4769,11,2021/03/04 00:00:00+00,131,53895,13,8963,11,9010,0.083969465648,0.100791658621355,0.167176918081,23,7435,0.82519422863485,0,63,5.981687014428,1512,-0.16694214876,0.020963172804,0
4770,11,2021/03/05 00:00:00+00,64,53959,9,8972,9,9019,0.140625,0.0996803835397523,0.16714542523,30,7465,0.827697083933917,0,63,5.982814059208,1491,-0.155719139297,0.019672131147,0
4771,11,2021/03/06 00:00:00+00,49,54008,10,8982,9,9028,0.183673469387,0.0984048062979076,0.167160420678,22,7487,0.829308817013735,0,63,5.982277359326,1478,-0.143188405797,0.020228274381,0
4772,11,2021/03/07 00:00:00+00,0,54008,0,8982,0,9028,0,0.0969430485762144,0.167160420678,10,7497,0.830416482055826,0,63,5.982277359326,1468,-0.140515222482,0.019536984754,0
4773,11,2021/03/08 00:00:00+00,0,54008,0,8982,0,9028,0,0.0965969139716762,0.167160420678,0,7497,0.830416482055826,0,63,5.982277359326,1468,-0.127229488703,0.017698117461,0
4774,11,2021/03/09 00:00:00+00,0,54008,0,8982,0,9028,0,0.0935267857142857,0.167160420678,0,7497,0.830416482055826,0,63,5.982277359326,1468,-0.113526570048,0.016666666666,0
4775,12,2020/01/01 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,12,2020/01/02 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,12,2020/01/03 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4778,12,2020/01/04 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4779,12,2020/01/05 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780,12,2020/01/06 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4781,12,2020/01/07 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782,12,2020/01/08 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4783,12,2020/01/09 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4784,12,2020/01/10 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4785,12,2020/01/11 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4786,12,2020/01/12 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,12,2020/01/13 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4788,12,2020/01/14 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4789,12,2020/01/15 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,12,2020/01/16 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4791,12,2020/01/17 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,12,2020/01/18 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4793,12,2020/01/19 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4794,12,2020/01/20 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4795,12,2020/01/21 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4796,12,2020/01/22 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4797,12,2020/01/23 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4798,12,2020/01/24 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4799,12,2020/01/25 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800,12,2020/01/26 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4801,12,2020/01/27 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4802,12,2020/01/28 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4803,12,2020/01/29 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4804,12,2020/01/30 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4805,12,2020/01/31 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4806,12,2020/02/01 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4807,12,2020/02/02 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4808,12,2020/02/03 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4809,12,2020/02/04 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810,12,2020/02/05 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4811,12,2020/02/06 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4812,12,2020/02/07 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4813,12,2020/02/08 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4814,12,2020/02/09 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4815,12,2020/02/10 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4816,12,2020/02/11 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4817,12,2020/02/12 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818,12,2020/02/13 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4819,12,2020/02/14 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4820,12,2020/02/15 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4821,12,2020/02/16 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4822,12,2020/02/17 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4823,12,2020/02/18 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4824,12,2020/02/19 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4825,12,2020/02/20 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4826,12,2020/02/21 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4827,12,2020/02/22 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,12,2020/02/23 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4829,12,2020/02/24 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4830,12,2020/02/25 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4831,12,2020/02/26 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4832,12,2020/02/27 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4833,12,2020/02/28 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4834,12,2020/02/29 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4835,12,2020/03/01 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4836,12,2020/03/02 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4837,12,2020/03/03 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4838,12,2020/03/04 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4839,12,2020/03/05 00:00:00+00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4840,12,2020/03/06 00:00:00+00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4841,12,2020/03/07 00:00:00+00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4842,12,2020/03/08 00:00:00+00,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,12,2020/03/09 00:00:00+00,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4844,12,2020/03/10 00:00:00+00,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845,12,2020/03/11 00:00:00+00,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4846,12,2020/03/12 00:00:00+00,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4847,12,2020/03/13 00:00:00+00,0,5,0,0,1,1,0,0,0.2,0,0,0,0,0,0,1,0,0,0
4848,12,2020/03/14 00:00:00+00,0,5,0,0,0,1,0,0,0.2,0,0,0,0,0,0,1,0,0,0
4849,12,2020/03/15 00:00:00+00,0,5,0,0,0,1,0,0,0.2,0,0,0,0,0,0,1,0,0,0
4850,12,2020/03/16 00:00:00+00,0,5,0,0,1,2,0,0,0.4,0,0,0,0,0,0,2,0,0,0
4851,12,2020/03/17 00:00:00+00,0,5,0,0,1,3,0,0,0.6,0,0,0,0,0,0,3,0,0,0
4852,12,2020/03/18 00:00:00+00,2,7,0,0,1,4,0.5,0,0.571428571428,0,0,0,0,0,0,4,0,0,0
4853,12,2020/03/19 00:00:00+00,0,7,0,0,0,4,0,0,0.571428571428,0,0,0,0,0,0,4,0,0,0
4854,12,2020/03/20 00:00:00+00,2,9,2,2,2,6,1,0.222222222222222,0.666666666666,0,0,0,0,0,0,6,0,0,0
4855,12,2020/03/21 00:00:00+00,1,10,1,3,4,10,4,0.3,1,0,0,0,0,0,0,10,0,0,0
4856,12,2020/03/22 00:00:00+00,6,16,2,5,1,11,0.166666666666,0.3125,0.6875,0,0,0,0,0,0,11,0,0,0
4857,12,2020/03/23 00:00:00+00,3,19,3,8,4,15,1.333333333333,0.421052631578947,0.78947368421,0,0,0,0,0,0,15,0,0,0
4858,12,2020/03/24 00:00:00+00,6,25,2,10,2,17,0.333333333333,0.4,0.68,0,0,0,0,0,0,17,0,0,0
4859,12,2020/03/25 00:00:00+00,5,30,5,15,3,20,0.6,0.5,0.666666666666,0,0,0,0,0,0,20,0,0,0
4860,12,2020/03/26 00:00:00+00,14,44,4,19,8,28,0.571428571428,0.431818181818182,0.636363636363,0,0,0,1,1,1.571428571428,27,0,0,0
4861,12,2020/03/27 00:00:00+00,2,46,2,21,3,31,1.5,0.456521739130435,0.673913043478,0,0,0,2,3,1.483870967741,28,27,30,0
4862,12,2020/03/28 00:00:00+00,56,102,13,34,13,44,0.232142857142,0.333333333333333,0.431372549019,0,0,0,0,3,2.318181818181,41,40,43,0
4863,12,2020/03/29 00:00:00+00,17,119,4,38,4,48,0.235294117647,0.319327731092437,0.403361344537,0,0,0,0,3,2.479166666666,45,44,47,0
4864,12,2020/03/30 00:00:00+00,17,136,2,40,3,51,0.176470588235,0.294117647058824,0.375,0,0,0,0,3,2.666666666666,48,23,24.5,0
4865,12,2020/03/31 00:00:00+00,8,144,4,44,1,52,0.125,0.305555555555556,0.361111111111,0,0,0,0,3,2.76923076923,49,15.333333333333,16.333333333333,0
4866,12,2020/04/01 00:00:00+00,5,149,2,46,2,54,0.4,0.308724832214765,0.362416107382,0,0,0,0,3,2.759259259259,51,11.75,12.5,0
4867,12,2020/04/02 00:00:00+00,10,159,4,50,5,59,0.5,0.314465408805031,0.371069182389,0,0,0,0,3,2.694915254237,56,13,13.75,0
4868,12,2020/04/03 00:00:00+00,23,182,8,58,7,66,0.304347826086,0.322222222222222,0.362637362637,0,0,0,0,3,2.757575757575,63,9.5,10,0
4869,12,2020/04/04 00:00:00+00,23,205,3,61,2,68,0.086956521739,0.300492610837438,0.331707317073,0,0,0,0,3,3.014705882352,65,5.5,5.8,0
4870,12,2020/04/05 00:00:00+00,0,205,0,61,1,69,0,0.300492610837438,0.336585365853,0,0,0,0,3,2.971014492753,66,5,5.272727272727,0
4871,12,2020/04/06 00:00:00+00,32,237,3,64,4,73,0.125,0.273504273504274,0.308016877637,0,0,0,0,3,3.246575342465,70,3.666666666666,3.866666666666,0
4872,12,2020/04/07 00:00:00+00,37,274,7,71,6,79,0.162162162162,0.261992619926199,0.288321167883,0,0,0,0,3,3.468354430379,76,3.470588235294,3.647058823529,0
4873,12,2020/04/08 00:00:00+00,40,314,7,78,7,86,0.175,0.2508038585209,0.273885350318,0,0,0,0,3,3.651162790697,83,3.15,3.3,0
4874,12,2020/04/09 00:00:00+00,51,365,8,86,9,95,0.176470588235,0.237569060773481,0.260273972602,0,0,0,1,4,3.842105263157,91,2.37037037037,2.392857142857,3
4875,12,2020/04/10 00:00:00+00,44,409,14,100,10,105,0.227272727272,0.247524752475248,0.256723716381,0,0,0,0,4,3.895238095238,101,2.607142857142,2.387096774193,0.333333333333
4876,12,2020/04/11 00:00:00+00,28,437,5,105,4,109,0.142857142857,0.243055555555556,0.24942791762,1,1,0.00917431192660551,0,4,4.009174311926,104,1.536585365853,1.477272727272,0.333333333333
4877,12,2020/04/12 00:00:00+00,18,455,7,112,7,116,0.388888888888,0.248888888888889,0.254945054945,0,1,0.00862068965517241,0,4,3.922413793103,111,1.466666666666,1.416666666666,0.333333333333
4878,12,2020/04/13 00:00:00+00,55,510,12,124,9,125,0.163636363636,0.245544554455446,0.245098039215,0,1,0.008,0,4,4.08,120,1.5,1.450980392156,0.333333333333
4879,12,2020/04/14 00:00:00+00,46,556,6,130,9,134,0.195652173913,0.235934664246824,0.241007194244,0,1,0.00746268656716418,1,5,4.149253731343,128,1.612244897959,1.576923076923,0.666666666666
4880,12,2020/04/15 00:00:00+00,56,612,4,134,2,136,0.035714285714,0.220757825370675,0.222222222222,0,1,0.00735294117647059,0,5,4.5,130,1.549019607843,1.518518518518,0.666666666666
4881,12,2020/04/16 00:00:00+00,61,673,11,145,10,146,0.163934426229,0.217717717717718,0.216939078751,1,2,0.0136986301369863,1,6,4.609589041095,138,1.464285714285,1.474576271186,1
4882,12,2020/04/17 00:00:00+00,34,707,5,150,6,152,0.176470588235,0.214285714285714,0.214992927864,0,2,0.0131578947368421,0,6,4.651315789473,144,1.285714285714,1.30303030303,1
4883,12,2020/04/18 00:00:00+00,26,733,3,153,3,155,0.115384615384,0.208563535911602,0.211459754433,0,2,0.0129032258064516,0,6,4.729032258064,147,1.261538461538,1.279411764705,1
4884,12,2020/04/19 00:00:00+00,22,755,5,158,5,160,0.227272727272,0.208053691275168,0.211920529801,0,2,0.0125,0,6,4.71875,152,1.30303030303,1.31884057971,1
4885,12,2020/04/20 00:00:00+00,13,768,4,162,4,164,0.307692307692,0.208776595744681,0.213541666666,1,3,0.0182926829268293,0,6,4.682926829268,155,1.214285714285,1.246575342465,1
4886,12,2020/04/21 00:00:00+00,15,783,5,167,5,169,0.333333333333,0.208115183246073,0.215836526181,1,4,0.0236686390532544,1,7,4.633136094674,158,1.078947368421,1.139240506329,1.333333333333
4887,12,2020/04/22 00:00:00+00,30,813,3,170,3,172,0.1,0.203045685279188,0.211562115621,2,6,0.0348837209302326,0,7,4.726744186046,159,0.915662650602,1,1.333333333333
4888,12,2020/04/23 00:00:00+00,41,854,15,185,24,196,0.585365853658,0.20631067961165,0.229508196721,0,6,0.0306122448979592,0,7,4.357142857142,183,1.010989010989,1.063157894736,0.75
4889,12,2020/04/24 00:00:00+00,49,903,4,189,7,203,0.142857142857,0.19790454016298,0.22480620155,2,8,0.0394088669950739,0,7,4.448275862068,188,0.861386138613,0.933333333333,0.75
4890,12,2020/04/25 00:00:00+00,51,954,7,196,15,218,0.294117647058,0.19273127753304,0.228511530398,3,11,0.0504587155963303,2,9,4.37614678899,198,0.903846153846,1,1.25
