OBJECTID,Prov_Cod,fecha,Muestras,Muestras_Acumulados,ConfirmadosFTM,Confirmados_AcumuladosFTM,Confirmados,Confirmados_Acumulados,Positividad_Dia,POSITIVIDAD_4sem,Positividad_Acum,Recuperados,Recuperados_Acumulados,Tasa_Recup,Muertes,Defunciones_Acumulados,Letalidad_Ac,Activos,Activos_INC_14D,CONFIRM_INC_14,FALLEC_INC_14
8601,20,2020/12/20 00:00:00+00,2,3011,1,617,2,618,1,0.134730538922156,0.205247426104,0,378,0.611650485436893,0,3,4.872168284789,237,0.062780269058,0.045685279187,0
8602,20,2020/12/21 00:00:00+00,10,3021,6,623,6,624,0.6,0.141176470588235,0.206554121151,0,378,0.605769230769231,0,3,4.841346153846,243,0.099547511312,0.052276559865,0
8603,20,2020/12/22 00:00:00+00,8,3029,3,626,3,627,0.375,0.152173913043478,0.206999009574,0,378,0.602870813397129,0,3,4.830940988835,246,0.060344827586,0.038079470198,0
8604,20,2020/12/23 00:00:00+00,7,3036,1,627,1,628,0.142857142857,0.15359477124183,0.206851119894,5,383,0.609872611464968,0,3,4.834394904458,242,0.052173913043,0.039735099337,0
8605,20,2020/12/24 00:00:00+00,4,3040,0,627,0,628,0,0.153061224489796,0.206578947368,0,383,0.609872611464968,0,3,4.84076433121,242,0.052173913043,0.039735099337,0
8606,20,2020/12/25 00:00:00+00,0,3040,0,627,0,628,0,0.15034965034965,0.206578947368,1,384,0.611464968152866,0,3,4.84076433121,241,0.057017543859,0.039735099337,0
8607,20,2020/12/26 00:00:00+00,2,3042,1,628,1,629,0.5,0.166666666666667,0.206771860618,2,386,0.613672496025437,0,3,4.836248012718,240,0.052631578947,0.041390728476,0
8608,20,2020/12/27 00:00:00+00,3,3045,1,629,1,630,0.333333333333,0.16988416988417,0.206896551724,2,388,0.615873015873016,0,3,4.833333333333,239,0.052863436123,0.043046357615,0
8609,20,2020/12/28 00:00:00+00,11,3056,3,632,7,637,0.636363636363,0.174242424242424,0.208442408376,0,388,0.609105180533752,0,3,4.797488226059,246,0.088495575221,0.052892561983,0
8610,20,2020/12/29 00:00:00+00,7,3063,3,635,3,640,0.428571428571,0.178030303030303,0.208945478289,0,388,0.60625,0,3,4.7859375,249,0.077922077922,0.049180327868,0
8611,20,2020/12/30 00:00:00+00,8,3071,2,637,2,642,0.25,0.180811808118081,0.209052425919,0,388,0.604361370716511,0,3,4.783489096573,251,0.072649572649,0.045602605863,0
8612,20,2020/12/31 00:00:00+00,9,3080,3,640,3,645,0.333333333333,0.186379928315412,0.209415584415,1,389,0.603100775193798,0,3,4.775193798449,253,0.072033898305,0.047077922077,0
8613,20,2021/01/01 00:00:00+00,3,3083,0,640,1,646,0.333333333333,0.187725631768953,0.209536166072,1,390,0.603715170278638,0,3,4.772445820433,253,0.07659574468,0.048701298701,0
8614,20,2021/01/02 00:00:00+00,3,3086,0,640,0,646,0,0.196153846153846,0.209332469215,0,390,0.603715170278638,0,3,4.777089783281,253,0.07659574468,0.048701298701,0
8615,20,2021/01/03 00:00:00+00,1,3087,1,641,1,647,1,0.203921568627451,0.209588597343,0,390,0.602782071097372,0,3,4.771251931993,254,0.071729957805,0.046925566343,0
8616,20,2021/01/04 00:00:00+00,0,3087,0,641,1,648,0,0.203921568627451,0.209912536443,1,391,0.603395061728395,0,3,4.763888888888,254,0.045267489711,0.038461538461,0
8617,20,2021/01/05 00:00:00+00,25,3112,5,646,4,652,0.16,0.204460966542751,0.209511568123,1,392,0.601226993865031,0,3,4.773006134969,257,0.044715447154,0.039872408293,0
8618,20,2021/01/06 00:00:00+00,4,3116,2,648,4,656,1,0.242105263157895,0.210526315789,0,392,0.597560975609756,0,3,4.75,261,0.078512396694,0.044585987261,0
8619,20,2021/01/07 00:00:00+00,14,3130,8,656,8,664,0.571428571428,0.26530612244898,0.212140575079,0,392,0.590361445783133,0,3,4.713855421686,269,0.111570247933,0.057324840764,0
8620,20,2021/01/08 00:00:00+00,32,3162,2,658,2,666,0.0625,0.24,0.210626185958,1,393,0.59009009009009,0,3,4.747747747747,270,0.120331950207,0.06050955414,0
8621,20,2021/01/09 00:00:00+00,5,3167,1,659,0,666,0,0.242290748898678,0.210293653299,0,393,0.59009009009009,0,3,4.755255255255,270,0.125,0.058823529411,0
8622,20,2021/01/10 00:00:00+00,14,3181,4,663,4,670,0.285714285714,0.247899159663866,0.210625589437,0,393,0.586567164179104,0,3,4.747761194029,274,0.146443514644,0.063492063492,0
8623,20,2021/01/11 00:00:00+00,94,3275,14,677,16,686,0.170212765957,0.219879518072289,0.209465648854,2,395,0.575801749271137,0,3,4.774052478134,288,0.170731707317,0.076923076923,0
8624,20,2021/01/12 00:00:00+00,73,3348,7,684,8,694,0.109589041095,0.197994987468672,0.207287933094,3,398,0.573487031700288,0,3,4.824207492795,293,0.176706827309,0.084375,0
8625,20,2021/01/13 00:00:00+00,131,3479,15,699,15,709,0.114503816793,0.175196850393701,0.203794193733,0,398,0.561354019746121,1,4,4.906911142454,307,0.223107569721,0.104361370716,0.333333333333
8626,20,2021/01/14 00:00:00+00,97,3576,13,712,14,723,0.144329896907,0.169844020797227,0.202181208053,2,400,0.553250345781466,0,4,4.946058091286,319,0.260869565217,0.120930232558,0.333333333333
8627,20,2021/01/15 00:00:00+00,19,3595,5,717,5,728,0.263157894736,0.170896785109983,0.202503477051,0,400,0.549450549450549,0,4,4.938186813186,324,0.280632411067,0.12693498452,0.333333333333
8628,20,2021/01/16 00:00:00+00,3,3598,1,718,1,729,0.333333333333,0.172297297297297,0.202612562534,2,402,0.551440329218107,0,4,4.935528120713,323,0.276679841897,0.128482972136,0.333333333333
8629,20,2021/01/17 00:00:00+00,23,3621,1,719,1,730,0.043478260869,0.168300653594771,0.201601767467,0,402,0.550684931506849,0,4,4.960273972602,324,0.275590551181,0.128284389489,0.333333333333
8630,20,2021/01/18 00:00:00+00,66,3687,23,742,21,751,0.318181818181,0.18491124260355,0.203688635747,2,404,0.537949400798935,0,4,4.909454061251,343,0.350393700787,0.158950617283,0.333333333333
8631,20,2021/01/19 00:00:00+00,64,3751,18,760,15,766,0.234375,0.187671232876712,0.204212210077,2,406,0.530026109660574,0,4,4.896866840731,356,0.385214007782,0.174846625766,0.333333333333
8632,20,2021/01/20 00:00:00+00,43,3794,6,766,5,771,0.116279069767,0.183006535947712,0.203215603584,1,407,0.527885862516213,0,4,4.920881971465,360,0.379310344827,0.175304878048,0.333333333333
8633,20,2021/01/21 00:00:00+00,8,3802,1,767,1,772,0.125,0.182767624020888,0.203051025775,0,407,0.52720207253886,0,4,4.924870466321,361,0.342007434944,0.162650602409,0.333333333333
8634,20,2021/01/22 00:00:00+00,13,3815,1,768,0,772,0,0.181935483870968,0.202359108781,1,408,0.528497409326425,0,4,4.941709844559,360,0.333333333333,0.159159159159,0.333333333333
8635,20,2021/01/23 00:00:00+00,6,3821,0,768,0,772,0,0.180537772087068,0.202041350431,0,408,0.528497409326425,0,4,4.949481865284,360,0.333333333333,0.159159159159,0.333333333333
8636,20,2021/01/24 00:00:00+00,2,3823,0,768,0,772,0,0.179257362355954,0.201935652628,1,409,0.52979274611399,0,4,4.95207253886,359,0.310218978102,0.15223880597,0.333333333333
8637,20,2021/01/25 00:00:00+00,6,3829,1,769,0,772,0,0.178571428571429,0.201619221728,1,410,0.531088082901554,0,4,4.959844559585,358,0.243055555555,0.125364431486,0.333333333333
8638,20,2021/01/26 00:00:00+00,51,3880,10,779,9,781,0.176470588235,0.178398058252427,0.201288659793,4,414,0.530089628681178,0,4,4.967989756722,363,0.238907849829,0.125360230547,0.333333333333
8639,20,2021/01/27 00:00:00+00,140,4020,7,786,9,790,0.064285714285,0.157784743991641,0.196517412935,4,418,0.529113924050633,1,5,5.088607594936,367,0.195439739413,0.114245416078,0.25
8640,20,2021/01/28 00:00:00+00,49,4069,4,790,3,793,0.061224489795,0.153306613226453,0.194888178913,3,421,0.530895334174023,0,5,5.131147540983,367,0.150470219435,0.096818810511,0.25
8641,20,2021/01/29 00:00:00+00,19,4088,0,790,0,793,0,0.148809523809524,0.193982387475,3,424,0.534678436317781,0,5,5.155107187894,364,0.123456790123,0.089285714285,0.25
8642,20,2021/01/30 00:00:00+00,12,4100,0,790,0,793,0,0.147492625368732,0.193414634146,0,424,0.534678436317781,0,5,5.170239596469,364,0.12693498452,0.087791495198,0.25
8643,20,2021/01/31 00:00:00+00,1,4101,0,790,5,798,5,0.147783251231527,0.194586686174,2,426,0.533834586466165,0,5,5.13909774436,367,0.132716049382,0.093150684931,0.25
8644,20,2021/02/01 00:00:00+00,56,4157,8,798,9,807,0.160714285714,0.146728971962617,0.194130382487,5,431,0.534076827757125,0,5,5.151177199504,371,0.081632653061,0.074567243675,0.25
8645,20,2021/02/02 00:00:00+00,70,4227,8,806,8,815,0.114285714285,0.144736842105263,0.192808138159,5,436,0.534969325153374,0,5,5.186503067484,374,0.050561797752,0.063968668407,0.25
8646,20,2021/02/03 00:00:00+00,45,4272,5,811,2,817,0.044444444444,0.142241379310345,0.191245318352,4,440,0.538555691554468,0,5,5.22888616891,372,0.033333333333,0.059662775616,0.25
8647,20,2021/02/04 00:00:00+00,31,4303,2,813,1,818,0.032258064516,0.139005897219882,0.190099930281,1,441,0.539119804400978,0,5,5.260391198044,372,0.030470914127,0.059585492227,0.25
8648,20,2021/02/05 00:00:00+00,21,4324,2,815,0,818,0,0.133165829145729,0.189176688251,1,442,0.540342298288509,0,5,5.286063569682,371,0.030555555555,0.059585492227,0.25
8649,20,2021/02/06 00:00:00+00,9,4333,0,815,0,818,0,0.134073441502989,0.188783752596,0,442,0.540342298288509,0,5,5.297066014669,371,0.030555555555,0.059585492227,0.25
8650,20,2021/02/07 00:00:00+00,0,4333,0,815,0,818,0,0.133790737564322,0.188783752596,6,448,0.547677261613692,0,5,5.297066014669,365,0.016713091922,0.059585492227,0.25
8651,20,2021/02/08 00:00:00+00,85,4418,4,819,5,823,0.058823529411,0.126111560226354,0.186283386147,15,463,0.562575941676792,0,5,5.368165249088,355,-0.008379888268,0.066062176165,0.25
8652,20,2021/02/09 00:00:00+00,57,4475,6,825,5,828,0.087719298245,0.123333333333333,0.18502793296,7,470,0.567632850241546,0,5,5.40458937198,353,-0.027548209366,0.060179257362,0.25
8653,20,2021/02/10 00:00:00+00,46,4521,1,826,0,828,0,0.121057118499574,0.183145321831,4,474,0.572463768115942,0,5,5.460144927536,349,-0.049046321525,0.048101265822,0
8654,20,2021/02/11 00:00:00+00,155,4676,5,831,6,834,0.038709677419,0.110275689223058,0.178357570573,9,483,0.579136690647482,0,5,5.606714628297,346,-0.057220708446,0.051702395964,0
8655,20,2021/02/12 00:00:00+00,57,4733,3,834,2,836,0.035087719298,0.105445116681072,0.176632157194,5,488,0.583732057416268,0,5,5.661483253588,343,-0.057692307692,0.05422446406,0
8656,20,2021/02/13 00:00:00+00,9,4742,2,836,1,837,0.111111111111,0.103748910200523,0.176507802614,2,490,0.585424133811231,0,5,5.665471923536,342,-0.060439560439,0.055485498108,0
8657,20,2021/02/14 00:00:00+00,17,4759,0,836,0,837,0,0.101636520241171,0.175877285143,2,492,0.587813620071685,0,5,5.68578255675,340,-0.073569482288,0.048872180451,0
8658,20,2021/02/15 00:00:00+00,70,4829,3,839,3,840,0.042857142857,0.0993377483443709,0.173949057775,8,500,0.595238095238095,0,5,5.748809523809,335,-0.097035040431,0.040892193308,0
8659,20,2021/02/16 00:00:00+00,81,4910,2,841,1,841,0.012345679012,0.0809484873262469,0.171283095723,2,502,0.596908442330559,0,5,5.838287752675,334,-0.106951871657,0.03190184049,0
8660,20,2021/02/17 00:00:00+00,143,5053,5,846,5,846,0.034965034965,0.0660522273425499,0.167425291905,6,508,0.600472813238771,0,5,5.97281323877,333,-0.104838709677,0.035495716034,0
8661,20,2021/02/18 00:00:00+00,40,5093,3,849,3,849,0.075,0.0638953040800616,0.166699391321,4,512,0.603062426383981,0,5,5.998822143698,332,-0.10752688172,0.037897310513,0
8662,20,2021/02/19 00:00:00+00,43,5136,2,851,2,851,0.046511627906,0.0629685157421289,0.165693146417,3,515,0.605170387779083,0,5,6.035252643948,331,-0.10781671159,0.040342298288,0
8663,20,2021/02/20 00:00:00+00,3,5139,0,851,0,851,0,0.0626888217522659,0.165596419536,5,520,0.611045828437133,0,5,6.038777908343,326,-0.121293800539,0.040342298288,0
8664,20,2021/02/21 00:00:00+00,1,5140,0,851,0,851,0,0.0629264594389689,0.165564202334,0,520,0.611045828437133,0,5,6.039952996474,326,-0.106849315068,0.040342298288,0
8665,20,2021/02/22 00:00:00+00,66,5206,4,855,4,855,0.060606060606,0.0629067245119306,0.164233576642,6,526,0.615204678362573,0,5,6.088888888888,324,-0.087323943661,0.038882138517,0
8666,20,2021/02/23 00:00:00+00,84,5290,6,861,6,861,0.071428571428,0.0629705681040383,0.162759924385,3,529,0.614401858304297,0,5,6.144018583042,327,-0.073654390934,0.039855072463,0
8667,20,2021/02/24 00:00:00+00,16,5306,0,861,0,861,0,0.0575035063113604,0.162269129287,2,531,0.616724738675958,0,5,6.162601626016,325,-0.068767908309,0.039855072463,0
8668,20,2021/02/25 00:00:00+00,60,5366,0,861,0,861,0,0.0557206537890045,0.160454714871,4,535,0.62137049941928,0,5,6.232288037166,321,-0.07225433526,0.032374100719,0
8669,20,2021/02/26 00:00:00+00,23,5389,0,861,0,861,0,0.0537878787878788,0.159769901651,2,537,0.623693379790941,0,5,6.25900116144,319,-0.069970845481,0.02990430622,0
8670,20,2021/02/27 00:00:00+00,4,5393,0,861,0,861,0,0.0544061302681992,0.159651399962,1,538,0.624854819976771,0,5,6.263646922183,318,-0.070175438596,0.028673835125,0
8671,20,2021/02/28 00:00:00+00,0,5393,0,861,0,861,0,0.0549110595514308,0.159651399962,1,539,0.626016260162602,0,5,6.263646922183,317,-0.067647058823,0.028673835125,0
8672,20,2021/03/01 00:00:00+00,52,5445,5,866,5,866,0.096153846153,0.056547619047619,0.159044995408,7,546,0.630484988452656,1,6,6.28752886836,314,-0.062686567164,0.030952380952,0.2
8673,20,2021/03/02 00:00:00+00,23,5468,3,869,3,869,0.130434782608,0.0541571319603356,0.158924652523,1,547,0.62945914844649,0,6,6.292289988492,316,-0.053892215568,0.033293697978,0.2
8674,20,2021/03/03 00:00:00+00,15,5483,0,869,0,869,0,0.0501592356687898,0.158489877804,2,549,0.631760644418872,0,6,6.309551208285,314,-0.057057057057,0.027186761229,0.2
8675,20,2021/03/04 00:00:00+00,22,5505,0,869,0,869,0,0.0470397404703974,0.157856494096,1,550,0.632911392405063,0,6,6.334867663981,313,-0.057228915662,0.02355712603,0.2
8676,20,2021/03/05 00:00:00+00,21,5526,0,869,0,869,0,0.0457890433360589,0.157256605139,5,555,0.638665132336018,0,6,6.359033371691,308,-0.069486404833,0.021151586368,0.2
8677,20,2021/03/06 00:00:00+00,4,5530,1,870,1,870,0.25,0.0456053067993367,0.157323688969,3,558,0.641379310344828,0,6,6.35632183908,306,-0.061349693251,0.0223266745,0.2
8678,20,2021/03/07 00:00:00+00,0,5530,0,870,0,870,0,0.0459482038429407,0.157323688969,2,560,0.64367816091954,0,6,6.35632183908,304,-0.067484662576,0.0223266745,0.2
8679,20,2021/03/08 00:00:00+00,0,5530,0,870,0,870,0,0.0459482038429407,0.157323688969,0,560,0.64367816091954,0,6,6.35632183908,304,-0.061728395061,0.017543859649,0.2
8680,20,2021/03/09 00:00:00+00,0,5530,0,870,0,870,0,0.045863309352518,0.157323688969,0,560,0.64367816091954,0,6,6.35632183908,304,-0.070336391437,0.010452961672,0.2
8681,21,2020/01/01 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8682,21,2020/01/02 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8683,21,2020/01/03 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8684,21,2020/01/04 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8685,21,2020/01/05 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8686,21,2020/01/06 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8687,21,2020/01/07 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8688,21,2020/01/08 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8689,21,2020/01/09 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8690,21,2020/01/10 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8691,21,2020/01/11 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8692,21,2020/01/12 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8693,21,2020/01/13 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8694,21,2020/01/14 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8695,21,2020/01/15 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8696,21,2020/01/16 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8697,21,2020/01/17 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8698,21,2020/01/18 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,21,2020/01/19 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,21,2020/01/20 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8701,21,2020/01/21 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8702,21,2020/01/22 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703,21,2020/01/23 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8704,21,2020/01/24 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8705,21,2020/01/25 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8706,21,2020/01/26 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8707,21,2020/01/27 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8708,21,2020/01/28 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8709,21,2020/01/29 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8710,21,2020/01/30 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8711,21,2020/01/31 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8712,21,2020/02/01 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8713,21,2020/02/02 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8714,21,2020/02/03 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8715,21,2020/02/04 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8716,21,2020/02/05 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8717,21,2020/02/06 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8718,21,2020/02/07 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8719,21,2020/02/08 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8720,21,2020/02/09 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8721,21,2020/02/10 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8722,21,2020/02/11 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8723,21,2020/02/12 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8724,21,2020/02/13 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8725,21,2020/02/14 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8726,21,2020/02/15 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8727,21,2020/02/16 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8728,21,2020/02/17 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8729,21,2020/02/18 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8730,21,2020/02/19 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8731,21,2020/02/20 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8732,21,2020/02/21 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8733,21,2020/02/22 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8734,21,2020/02/23 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735,21,2020/02/24 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8736,21,2020/02/25 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8737,21,2020/02/26 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8738,21,2020/02/27 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8739,21,2020/02/28 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8740,21,2020/02/29 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8741,21,2020/03/01 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8742,21,2020/03/02 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8743,21,2020/03/03 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8744,21,2020/03/04 00:00:00+00,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0
8745,21,2020/03/05 00:00:00+00,1,1,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0
8746,21,2020/03/06 00:00:00+00,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0
8747,21,2020/03/07 00:00:00+00,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0
8748,21,2020/03/08 00:00:00+00,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0
8749,21,2020/03/09 00:00:00+00,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0
8750,21,2020/03/10 00:00:00+00,0,1,0,0,2,6,0,0,6,0,0,0,0,0,0,6,0,0,0
8751,21,2020/03/11 00:00:00+00,0,1,0,0,1,7,0,0,7,0,0,0,0,0,0,7,0,0,0
8752,21,2020/03/12 00:00:00+00,0,1,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,0,0
8753,21,2020/03/13 00:00:00+00,0,1,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,0,0
8754,21,2020/03/14 00:00:00+00,0,1,0,0,1,8,0,0,8,0,0,0,0,0,0,8,0,0,0
8755,21,2020/03/15 00:00:00+00,0,1,0,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,0
8756,21,2020/03/16 00:00:00+00,0,1,0,0,1,9,0,0,9,0,0,0,0,0,0,9,0,0,0
8757,21,2020/03/17 00:00:00+00,0,1,0,0,1,10,0,0,10,0,0,0,0,0,0,10,0,0,0
8758,21,2020/03/18 00:00:00+00,0,1,0,0,1,11,0,0,11,0,0,0,0,0,0,11,1.75,1.75,0
8759,21,2020/03/19 00:00:00+00,2,3,1,1,2,13,1,0.333333333333333,4.333333333333,0,0,0,0,0,0,13,2.25,2.25,0
8760,21,2020/03/20 00:00:00+00,0,3,0,1,1,14,0,0.333333333333333,4.666666666666,0,0,0,0,0,0,14,2.5,2.5,0
8761,21,2020/03/21 00:00:00+00,1,4,1,2,2,16,2,0.5,4,0,0,0,0,0,0,16,3,3,0
8762,21,2020/03/22 00:00:00+00,2,6,0,2,1,17,0.5,0.333333333333333,2.833333333333,0,0,0,0,0,0,17,3.25,3.25,0
8763,21,2020/03/23 00:00:00+00,4,10,4,6,3,20,0.75,0.6,2,0,0,0,0,0,0,20,4,4,0
8764,21,2020/03/24 00:00:00+00,1,11,0,6,2,22,2,0.545454545454545,2,0,0,0,0,0,0,22,2.666666666666,2.666666666666,0
8765,21,2020/03/25 00:00:00+00,5,16,3,9,3,25,0.6,0.5625,1.5625,0,0,0,0,0,0,25,2.571428571428,2.571428571428,0
8766,21,2020/03/26 00:00:00+00,9,25,6,15,6,31,0.666666666666,0.6,1.24,0,0,0,0,0,0,31,3.428571428571,3.428571428571,0
8767,21,2020/03/27 00:00:00+00,4,29,4,19,3,34,0.75,0.655172413793103,1.172413793103,0,0,0,1,1,0.85294117647,33,3.714285714285,3.857142857142,0
8768,21,2020/03/28 00:00:00+00,13,42,5,24,7,41,0.538461538461,0.571428571428571,0.97619047619,0,0,0,0,1,1.024390243902,40,4,4.125,0
8769,21,2020/03/29 00:00:00+00,8,50,2,26,3,44,0.375,0.52,0.88,0,0,0,0,1,1.136363636363,43,4.375,4.5,0
8770,21,2020/03/30 00:00:00+00,9,59,3,29,2,46,0.222222222222,0.491525423728814,0.779661016949,0,0,0,0,1,1.282608695652,45,4,4.111111111111,0
8771,21,2020/03/31 00:00:00+00,6,65,3,32,3,49,0.5,0.492307692307692,0.753846153846,0,0,0,0,1,1.326530612244,48,3.8,3.9,0
8772,21,2020/04/01 00:00:00+00,8,73,6,38,9,58,1.125,0.520547945205479,0.794520547945,0,0,0,0,1,1.258620689655,57,4.181818181818,4.272727272727,0
8773,21,2020/04/02 00:00:00+00,6,79,2,40,7,65,1.166666666666,0.506329113924051,0.822784810126,0,0,0,0,1,1.215384615384,64,3.923076923076,4,0
8774,21,2020/04/03 00:00:00+00,21,100,13,53,5,70,0.238095238095,0.535353535353535,0.7,0,0,0,0,1,1.428571428571,69,3.928571428571,4,0
8775,21,2020/04/04 00:00:00+00,4,104,1,54,3,73,0.75,0.524271844660194,0.701923076923,0,0,0,0,1,1.424657534246,72,3.5,3.5625,0
8776,21,2020/04/05 00:00:00+00,1,105,0,54,2,75,2,0.519230769230769,0.714285714285,2,2,0.0266666666666667,0,1,1.4,72,3.235294117647,3.411764705882,0
8777,21,2020/04/06 00:00:00+00,15,120,9,63,2,77,0.133333333333,0.529411764705882,0.641666666666,0,2,0.025974025974026,0,1,1.558441558441,74,2.7,2.85,0
8778,21,2020/04/07 00:00:00+00,13,133,6,69,5,82,0.384615384615,0.522727272727273,0.616541353383,0,2,0.024390243902439,0,1,1.621951219512,79,2.590909090909,2.727272727272,0
